date,ABEV3.SA,ALOS3.SA,ASAI3.SA,AURE3.SA,AXIA3.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRKM5.SA,CEAB3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CURY3.SA,CXSE3.SA,CYRE3.SA,DIRR3.SA,EGIE3.SA,EMBJ3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MBRF3.SA,MGLU3.SA,MOTV3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIL3.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMFT3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2020-03-17,8.761681,21.312683,,,18.539444,34.492825,9.296393,10.221744,10.150131,11.859048,15.978537,5.582618,7.619143,4.989468,,14.529886,6.920587,2.417327,,5.023945,18.681227,3.975683,11.383738,7.569044,4.993699,,,11.94176,2.20309,23.59926,10.382237,8.405,31.576,16.854937,14.81943,5.678463,2.166682,111.951164,24.497217,,11.565959,4.755058,15.845678,9.482208,25.675144,4.834504,75.962868,10.300711,11.648957,15.799015,,3.727164,3.621924,1.502406,2.933289,16.513577,18.010443,15.655457,,,23.421938,17.83293,7.548712,5.471506,,24.449188,14.560187,9.097314,15.540411,5.194776,4.673871,23.028124,,11.65522,14.141618,17.558046,12.678856,22.721413
2020-03-18,8.38693,19.277033,,,14.923296,28.744022,8.579678,8.534689,9.33093,10.476678,16.08638,5.182177,6.966072,4.767258,,10.973977,4.85816,2.237001,,4.037857,16.127678,3.403573,10.060556,6.460091,4.323576,,,9.475449,1.834209,22.122412,8.945764,6.78,27.545601,15.33041,12.734458,4.99096,1.857157,94.494171,22.965651,,10.497237,4.520796,14.745295,8.506099,21.318226,3.941038,61.526299,9.129593,9.311919,13.935544,,3.148711,3.145502,1.125581,2.06668,16.910858,17.581369,14.448287,,,20.183449,16.663458,6.202778,5.237916,,21.497824,13.899319,8.717722,13.155955,4.478639,3.681474,21.441511,,9.962818,9.625278,17.332352,11.701861,20.083952
2020-03-19,8.769177,23.093878,,,13.302527,30.797163,8.50382,8.201128,9.006242,10.507056,14.660472,6.124392,7.194646,4.392921,,10.676234,5.499804,2.300359,,4.131365,15.679686,3.567126,10.301136,6.704764,4.098055,,,10.418032,1.834209,21.00848,9.559979,7.2775,29.877184,15.160072,13.689194,5.032943,1.822765,107.542221,24.552195,,10.758482,4.366281,14.368014,9.349402,24.515961,4.351053,65.242226,8.992819,9.701426,16.187916,,3.547644,3.401823,1.130475,2.362206,17.874182,18.692415,16.975796,,,22.052132,16.385624,6.055055,5.292878,,23.864157,13.724853,9.586274,12.919657,4.526876,3.601442,20.193298,,9.554086,12.157301,18.558933,12.700962,20.724112
2020-03-20,9.031501,19.253904,,,12.851466,28.941124,8.48551,7.890019,8.486751,9.742447,14.672453,6.069429,6.598176,4.162164,,10.038212,5.820626,2.16877,,4.17387,16.159678,3.244546,11.044741,7.004007,3.969185,,,10.042417,1.61818,20.237293,8.32164,7.405,26.445156,14.708678,13.50667,4.854507,1.784074,116.181358,22.973505,,10.69317,4.141986,13.864972,8.665462,22.969723,4.351053,65.455772,8.856047,10.471381,15.418217,,3.482105,3.343314,1.154943,2.476023,17.072582,19.597645,17.362465,,,23.295105,16.540695,5.533095,5.405551,,23.916548,13.78301,8.930034,13.419871,4.575113,3.457384,19.522034,,9.375268,14.357108,16.524445,14.310132,19.119444
2020-03-23,8.626771,16.902096,,,11.651182,27.544983,7.964974,7.097809,7.832384,8.947458,13.420295,6.438463,5.68388,4.218571,,8.566507,5.499804,1.986009,,3.850841,15.039701,3.038327,10.710118,6.113324,3.73722,,,9.184877,1.683397,19.143528,7.667797,7.3025,24.416206,13.874022,13.169705,4.534373,1.650806,113.798141,21.049227,,10.33693,3.753208,12.90292,8.970913,20.025908,4.546881,64.516136,8.479922,9.384385,14.186707,,3.311134,3.20401,1.101112,2.37219,16.214733,20.04067,16.598557,,,20.377926,15.707196,5.014418,5.05654,,25.147738,12.974108,7.913503,13.416802,3.966583,3.041217,18.917345,,8.774943,12.570326,15.23573,15.575768,17.924479
2020-03-24,8.461881,20.772932,,,13.264302,28.908276,9.497808,8.313385,8.936311,10.294383,14.80426,6.595499,7.096686,4.474967,,9.697933,5.958121,2.046929,,3.808337,16.191675,3.196708,11.56964,5.949621,3.73722,,,10.843259,1.828095,19.037678,8.965577,8.025,24.416206,14.34245,13.647072,4.996207,1.792672,126.012077,22.753586,,10.722856,4.022361,14.147927,8.944349,22.021826,4.834504,78.333374,10.155389,10.89712,16.64163,,3.838294,3.691577,1.063995,2.609808,16.376461,18.875559,17.928326,,,22.98225,17.813547,5.268832,5.268147,,25.235056,13.24374,7.849165,14.088868,4.441533,3.217288,20.881199,,9.515768,13.243737,15.245533,15.956311,18.581711
2020-03-25,8.7317,23.849545,,,15.190876,33.712627,10.146516,9.310861,9.645624,11.064058,15.900652,6.430611,7.447166,4.840759,,12.777453,6.453103,2.210196,,4.250376,16.658867,3.379008,12.466341,6.262945,4.220481,,,11.743319,1.803639,19.269533,10.471397,8.1225,24.877016,14.478722,14.096355,5.521019,1.960332,135.246994,25.698908,,11.334402,4.291517,14.839609,9.216599,24.565119,5.073169,85.423531,11.283767,11.866357,18.707659,,4.146041,3.989689,1.237204,3.452455,16.387007,19.690088,18.437599,,,29.14636,19.079948,5.797357,5.6996,,25.627991,13.333621,8.209453,16.878412,4.567692,3.905563,22.661985,,10.575914,17.230328,15.402547,16.531548,22.866516
2020-03-26,9.593629,25.060141,,,16.322353,34.616009,10.274117,9.779131,9.985291,11.296989,15.90664,6.045873,8.104591,4.856143,,16.358883,6.874755,2.436821,,4.97294,17.964439,3.816655,13.441777,7.304902,4.574872,,,12.919779,1.901464,20.79174,10.035501,8.8025,26.947233,15.415581,14.672005,5.736193,2.067807,150.112274,25.094135,,12.082509,4.475937,15.248332,9.382605,25.82675,5.140484,87.815392,11.813761,12.899001,19.291004,,4.160289,4.009193,1.316385,3.779929,16.837029,19.266253,19.833387,,,29.332386,19.493464,6.567166,6.12281,,24.492847,13.745999,8.743457,16.31682,5.309803,4.113647,23.299959,,11.36783,17.41888,16.017471,16.792625,27.603697
2020-03-27,9.361282,23.440868,,,16.115938,32.546444,9.814122,9.057486,9.405853,10.562757,14.678446,6.124392,7.923907,4.645898,,15.07433,6.608931,2.246748,,4.5224,17.273254,3.589751,12.168898,7.477101,4.362237,,,11.388966,1.854589,19.703009,8.886324,8.4725,25.447878,14.095459,13.829592,5.300598,1.977528,135.544907,24.607174,,11.720332,4.236689,14.443461,9.947022,24.031088,5.21392,83.287941,10.881995,12.319272,17.265488,,3.712915,3.705508,1.306488,3.614195,16.067072,18.714806,18.060358,,,26.482851,17.593874,6.577013,6.205255,,28.701599,13.465794,8.21589,13.969188,4.860826,3.913566,22.245911,,10.320457,16.161848,15.726357,15.646566,23.899303
2020-03-30,9.406255,22.700628,,,17.820801,30.756104,9.83805,9.298032,9.615649,10.891892,14.852192,6.16365,7.854246,4.883492,,15.057318,6.508101,2.219944,,4.301381,17.318052,3.729385,12.155776,8.084331,4.549099,,,11.126742,1.901464,20.060883,9.233057,8.6,26.080639,14.981219,14.496503,5.132658,1.934538,134.144775,24.338383,,11.500649,4.396189,15.160302,10.445036,23.824162,5.477064,88.840469,10.50587,11.812007,16.973818,,3.829746,3.727795,1.316385,3.394548,15.926442,18.222317,18.673374,,,24.267492,18.220606,6.698476,6.282202,,29.679571,13.360051,8.537575,14.404957,4.675299,3.825531,23.172363,,10.058616,15.353757,16.027277,15.053625,22.849443
2020-03-31,8.934068,20.510765,,,18.241287,30.279774,9.545567,8.945227,9.395867,10.517186,14.888137,6.242167,7.323083,4.984341,,14.648983,6.141448,2.171207,,3.400301,17.196459,3.77399,11.757727,7.413658,4.49755,,,10.014069,1.707853,19.617319,9.451006,8.6875,25.998104,14.989738,14.208679,5.274357,1.999023,126.309975,22.665615,,11.263153,4.371267,14.518931,10.770408,22.402321,5.415867,83.266586,10.027165,11.087343,15.458726,,4.029212,3.897748,1.222358,3.334644,15.792842,17.787455,18.531908,,,22.238159,17.445263,6.41944,6.238232,,31.251305,13.597963,8.003575,14.325167,4.649324,3.937576,23.976759,,9.90534,14.159575,16.550615,14.854499,18.92313
2020-04-01,8.761681,19.192207,,,16.941612,29.647402,9.213202,8.566763,8.986263,10.056391,14.414832,6.477722,6.530692,5.001433,,13.840822,5.270646,2.05424,,3.289791,16.825264,3.554196,10.913517,7.103698,4.407342,,,9.184877,1.589648,19.25441,9.351938,8.5475,24.656929,13.976223,14.040197,5.022447,1.917342,119.398689,21.571575,,10.829727,4.117064,13.464995,10.458318,21.527853,5.630054,80.041855,9.941683,9.964115,15.013116,,4.049158,3.984116,1.197613,3.290715,15.785074,18.058153,18.447031,,,20.039705,15.985031,6.014019,6.081589,,32.639671,13.434073,8.21589,13.739028,4.252295,3.753503,24.059982,,8.953764,12.067512,16.414089,14.350061,18.521959
2020-04-02,8.986532,19.037992,,,17.193899,29.639194,9.784873,8.66619,9.194881,10.111631,14.067343,6.728979,6.946481,4.955282,,14.351241,5.536469,2.000629,,3.111275,16.575668,3.61367,10.871962,7.014879,4.491107,,,8.823436,1.463292,19.209049,9.163711,8.55,24.760096,13.831438,14.1806,5.269108,1.960332,121.573364,23.402901,,11.310655,4.171892,13.527925,11.188739,21.454424,5.415867,76.646271,9.779263,10.326448,15.086032,,4.396799,4.321235,1.16792,3.893746,16.178509,18.311382,19.182648,,,22.102863,16.482542,5.884351,5.716089,,34.840096,13.931045,8.100082,13.993738,4.278269,3.705483,23.732668,,9.164516,12.740922,16.577906,15.089024,17.60013
2020-04-03,8.536831,18.43655,,,16.567003,27.126144,9.532273,8.178675,8.834892,9.736554,13.95351,6.87031,7.033556,4.601455,,13.28787,5.582301,1.937273,,3.16228,16.53087,3.432662,10.519842,6.920621,4.027176,,,9.050222,1.510166,18.931826,8.400893,8.0875,24.760096,13.524826,13.485608,4.896493,1.796971,112.457596,22.768677,,11.54815,4.0423,12.999393,11.029376,20.66674,5.275116,75.898811,9.616848,10.172457,14.697132,,4.365455,4.27387,1.098637,4.159319,15.498277,16.591145,19.465578,,,19.709942,15.416438,5.61024,5.496239,,34.752781,14.01035,7.94567,13.484316,4.126137,3.265307,22.467815,,8.845196,12.525433,16.351851,14.55361,17.950087
2020-04-06,8.889094,19.847628,,,16.50584,30.797163,9.893888,8.935603,9.729874,10.65902,14.157211,7.066606,7.662681,4.934771,,14.087523,6.233111,2.071298,,3.570316,16.985262,3.670557,11.178152,7.284961,4.220481,,,9.354968,1.563154,19.582045,8.777349,8.1775,26.204435,14.3169,14.040197,5.090672,1.865754,128.097382,23.593166,,11.755957,4.341362,13.955789,10.949694,23.196676,5.70349,81.579475,10.292163,10.842771,15.944849,,4.601964,4.393673,1.123381,5.135751,16.652834,16.940435,19.578751,,,23.675602,16.889601,5.964779,5.630897,,34.944878,14.327562,8.608349,14.334374,4.61222,3.257304,23.926842,,10.15441,13.288631,17.082453,14.726179,18.95727
2020-04-07,9.301321,20.52618,,,17.040998,31.938709,10.236892,9.355762,10.269873,11.059438,14.966023,7.035198,8.204727,4.994596,,14.223636,7.342238,2.112724,,3.808337,17.484449,3.72486,11.482157,7.745368,4.47822,,,9.780195,1.681359,19.375383,8.668376,8.5425,26.273211,14.035843,15.015991,5.416057,1.977528,143.886154,23.823069,,11.488776,4.470953,14.471733,10.690725,24.698627,5.470945,85.61573,10.369098,11.205103,16.301348,,4.718794,4.569197,1.197613,5.49118,17.083036,17.549938,18.494188,,,24.707178,17.677866,6.293055,5.606164,,32.473763,14.274689,8.608349,15.620201,4.775483,3.289317,24.28743,,11.674378,14.096724,16.971062,16.505005,22.618986
2020-04-08,9.226373,20.757507,,,18.34067,32.497173,10.452263,9.535374,10.454871,11.353402,15.283558,6.838904,8.746775,4.984341,,14.04499,7.974715,2.16146,,3.910346,17.663647,3.474683,11.65931,8.156836,4.774621,,,10.169984,1.797525,19.637484,9.252872,8.4,27.648769,14.921598,15.191491,5.799169,2.102198,148.920654,25.464127,,11.310655,4.645405,15.214198,10.783689,25.19927,5.477064,89.609283,10.599901,11.694248,16.341854,,4.98665,4.825517,1.232255,5.589023,17.796354,17.707115,18.277271,,,26.973278,17.916927,6.631179,5.474255,,33.146114,14.295837,8.711287,16.721899,5.090881,3.513406,24.137646,,12.198065,14.231406,17.003828,17.695307,23.429855
2020-04-09,9.068978,20.680397,,,19.311605,30.879292,10.372496,9.509715,10.339869,11.348335,15.44532,6.776089,9.088549,4.890329,,13.857838,7.883052,2.234565,,3.893345,17.791643,3.564539,11.278758,8.428731,4.619977,,,10.347163,1.860703,19.793736,9.540166,8.5675,28.866144,15.611465,15.128311,5.615484,2.029115,145.554367,24.940889,,11.387839,4.605532,14.786337,10.624323,24.418266,5.421987,88.94725,10.950382,12.101872,15.847626,,4.804279,4.686213,1.202562,4.932078,17.741203,17.806664,18.36215,,,25.493551,17.820011,6.857689,5.595172,,30.910763,14.221825,8.563312,16.49481,5.283829,3.465387,24.010056,,12.402432,14.410978,16.663092,16.9475,23.088436
2020-04-13,9.068978,20.672689,,,20.183149,30.016968,10.460241,9.698949,10.619865,11.64231,15.631046,7.160827,8.762012,5.139888,,14.300198,7.791389,2.310106,,4.139866,18.425234,3.567772,11.722733,8.401542,4.723073,,,10.120374,1.803639,20.156645,9.668954,8.6925,28.474112,15.747739,14.980889,5.893636,2.132291,146.239563,24.703062,,11.375967,4.73014,15.100937,10.757127,24.057798,5.746328,89.502502,10.939031,12.038464,15.961061,,4.929657,4.71686,1.222358,4.684476,17.583096,17.652979,18.729961,,,25.155327,18.278755,6.795316,5.834258,,31.757751,14.274689,8.659817,17.077885,5.391435,3.609445,24.725695,,12.07034,13.827358,17.033308,17.372288,22.448275
2020-04-14,9.061481,19.824501,,,21.024111,30.71504,10.518737,9.689324,10.878865,11.769526,15.661004,7.286455,8.807728,5.126214,,18.400551,7.699725,2.422199,,4.216372,18.879623,3.684779,11.810219,8.691563,4.793951,,,10.226681,1.821981,20.665731,9.53026,9.1925,28.62542,15.705155,15.725022,6.066824,2.196775,157.857712,25.368998,,11.868765,4.784966,15.289707,10.949694,24.071144,5.813644,91.616737,11.306583,12.129047,15.880035,,4.895464,4.661138,1.326283,4.730402,16.913893,17.457457,18.946875,,,25.781038,18.220606,6.887234,6.040367,,33.181046,14.539038,8.589047,16.881481,5.231882,3.817528,24.703503,,12.204452,14.79707,16.761379,17.212988,23.190859
2020-04-15,8.926573,18.652454,,,20.30547,31.519876,10.61446,9.509715,10.449873,11.429436,15.702942,7.357121,8.703236,4.941608,,18.230413,8.34137,2.449005,,4.462895,18.956421,3.606559,12.192956,8.664373,4.697299,,,10.077852,1.779183,20.333065,9.193431,9.25,28.247141,15.628501,15.781183,5.935619,2.158084,155.057434,24.695127,,11.940014,4.635437,14.723416,10.704006,23.864212,5.813644,93.645546,11.175314,12.174337,15.42632,,4.73589,4.563625,1.435156,4.692463,17.476461,17.861132,18.814842,,,25.468187,17.393574,6.729662,6.430601,,32.508686,14.496744,8.325263,17.308048,5.265277,3.761506,23.960125,,12.447135,14.366086,16.774487,16.814747,23.916376
2020-04-16,8.5818,19.084259,,,19.770311,32.93243,10.452263,9.237093,10.246378,11.133944,15.4573,7.773265,8.624867,4.909132,,18.375031,8.570529,2.463626,,4.343884,19.052418,3.583933,12.400728,8.789445,4.793951,,,9.957371,1.754727,20.413708,9.163711,9.125,28.7561,15.671088,15.949663,6.07732,2.192476,154.789322,24.718916,,11.845018,4.495876,14.352182,10.584481,23.797462,5.746328,97.318764,10.729002,12.092813,15.231868,,4.596264,4.379744,1.459901,4.492784,17.03891,18.348684,18.248978,,,24.994677,16.721605,6.805166,6.282202,,31.591846,14.279978,8.518275,17.823605,5.272698,3.641458,23.721577,,11.83404,13.962041,16.184759,16.819172,24.326078
2020-04-17,8.694226,19.662571,,,19.839117,34.739204,10.510761,9.487267,10.378366,11.351383,15.529196,7.459194,8.881742,5.06126,,17.864614,8.332203,2.470936,,4.284379,18.937222,3.556782,11.700863,8.77313,4.890604,,,10.169984,1.732309,20.18689,9.460914,8.96,29.70524,16.182098,16.651674,6.455183,2.321446,156.100082,24.861616,,11.477545,4.555688,14.610156,10.524719,25.032391,5.740208,95.225883,11.105304,12.101872,16.973818,,4.758688,4.493973,1.430207,4.394941,17.182306,18.158207,19.088339,,,27.083197,17.122202,6.921703,6.227239,,31.294968,14.158379,8.376732,18.115139,5.213329,3.705483,24.409481,,11.757402,13.827358,15.821094,17.018293,24.752851
2020-04-20,8.701722,20.618713,,,19.647985,36.899109,10.792608,9.298032,10.130872,10.983405,15.726905,7.459194,8.674937,4.929643,,17.771038,8.469698,2.451442,,4.326883,19.212418,3.560661,12.3548,8.698811,4.716629,,,11.070045,1.709891,20.479235,9.114177,9.175,30.736908,16.42909,17.255405,6.219017,2.235466,161.075027,24.869545,,11.381449,4.470953,14.245222,10.591121,26.03368,5.856481,103.53331,11.499109,12.409853,17.500444,,4.715944,4.443823,1.563826,4.113393,17.292618,18.951565,18.899717,,,28.748945,16.766838,6.813372,6.458082,,30.491631,14.195388,8.248059,18.112068,5.268988,3.737496,23.555147,,11.923448,14.186512,15.794881,17.301495,24.752851
2020-04-22,8.709216,21.937262,,,20.389566,39.247906,11.170176,9.256335,10.130872,10.944377,16.14629,7.938153,9.184332,5.018526,,17.660448,8.983012,2.470936,,4.318382,19.263615,3.71387,12.958433,9.15197,4.729516,,,11.37479,1.907578,20.680849,8.886324,9.085,32.112473,16.590912,17.023741,6.140297,2.222569,158.810974,26.716726,,11.759828,4.46597,14.075337,10.976253,27.322018,6.321573,107.953995,11.630379,13.225101,18.796778,,4.886915,4.666711,1.539082,3.955647,16.840353,19.400679,19.588182,,,30.862837,16.411469,7.167912,6.815336,,30.744854,14.639486,8.672685,18.504881,5.343198,3.857544,23.799246,,12.178908,15.263968,16.119238,18.106829,26.289234
2020-04-23,8.656752,22.029793,,,19.151054,36.521339,10.968098,8.996545,9.839375,10.788268,15.684969,7.922451,8.838203,5.025364,,17.600899,8.34137,2.400269,,4.165369,19.161219,3.645993,12.971556,9.117532,4.832612,,,11.339355,1.89535,20.600208,9.183524,9.12,31.259624,15.93511,16.988638,6.261003,2.287054,151.840088,24.457296,,11.837907,4.406156,13.873984,11.261782,26.33407,6.407248,105.647545,11.455354,12.844651,18.618534,,4.941055,4.722433,1.479696,3.983602,16.66754,18.68944,19.786232,,,29.577593,16.172403,6.956172,6.584495,,31.923658,14.792807,8.589047,17.986254,5.395146,3.809525,24.137646,,11.687153,14.599536,16.145435,17.51832,24.667498
2020-04-24,8.326969,19.585463,,,16.651096,35.305874,9.83805,7.793798,8.761389,9.946397,14.618534,7.953856,8.130713,5.074933,,16.103674,7.278074,2.132218,,3.918847,17.887644,3.309838,12.278253,8.363477,4.561985,,,9.929023,1.650789,19.269533,8.20276,8.6325,29.210033,15.279311,16.223448,5.736193,2.085002,148.950455,23.791365,,11.279347,4.186845,13.137819,11.288343,25.145874,6.395008,101.184181,10.536475,11.775774,16.674034,,4.579167,4.443823,1.351026,3.704051,16.119678,18.268291,19.380697,,,27.886477,15.145071,6.199496,6.710908,,34.16774,14.375139,7.849165,16.295336,5.005538,3.473391,24.276337,,10.818597,14.096724,15.198597,17.128922,23.515205
2020-04-27,8.701722,20.503052,,,17.040998,34.98558,10.430991,8.239615,9.047386,10.236313,15.157743,8.817553,8.74242,5.179202,,18.281454,7.333072,2.149276,,3.910346,18.988419,3.42038,12.930001,8.840198,4.671525,,,10.099113,1.716005,20.20705,7.588543,9.0925,30.675003,15.918077,16.427029,5.940868,2.162383,156.963989,23.252268,,11.507576,4.321423,13.571973,11.959003,25.806728,7.037568,105.711632,10.772758,12.409853,17.062935,,4.787182,4.583128,1.415361,3.743987,16.53149,18.53216,19.49387,,,28.326168,15.804115,6.724739,6.848314,,35.014732,14.866829,8.074347,17.93408,5.309803,3.473391,24.714596,,11.65522,15.694949,15.558995,17.965235,24.158501
2020-04-28,8.769177,22.130032,,,18.271866,37.441143,10.58255,9.346144,9.938375,11.133944,15.133777,9.343623,9.534811,5.085189,,19.004547,8.06638,2.290612,,4.233374,19.647608,3.518641,13.559879,8.881889,5.03236,,,11.381878,1.862742,20.292738,8.093786,9.085,31.981791,16.258751,16.434052,6.287243,2.265559,159.138657,23.188848,,11.693762,4.625467,14.691959,11.912521,26.848064,7.674009,110.623482,11.236572,13.379091,17.630083,,5.134823,4.806016,1.415361,4.351011,16.564583,19.318541,19.050615,,,29.763618,17.58741,6.908572,7.09015,,33.748615,14.961989,8.067913,17.826475,5.409988,3.769509,24.747887,,12.389657,17.059731,15.398451,18.398876,24.784637
2020-04-29,8.746691,23.132433,,,19.028732,37.843563,10.609142,9.480851,10.32337,11.507492,15.577127,9.657693,9.521751,5.353551,,18.672775,9.120508,2.378337,,4.751921,19.225216,3.514763,13.524886,9.030523,5.818465,,,12.104761,1.927958,20.166731,8.737721,9.1025,31.796089,16.062864,16.349812,6.539153,2.364435,161.959122,23.680374,,11.663732,4.615498,14.887012,11.607071,27.081707,7.655651,108.10347,11.446602,14.17622,18.12431,,5.414076,5.070694,1.464849,4.295101,16.987432,18.974281,18.635649,,,30.5669,18.23353,6.99625,6.958238,,33.809738,14.644774,8.42177,18.084827,5.703122,4.087327,25.923973,,13.1688,16.871174,15.309994,18.319231,26.219536
2020-04-30,8.499354,21.520878,,,18.539444,34.903458,10.215619,9.140874,9.657878,10.67676,15.90664,9.626287,9.101609,5.103992,,17.983711,8.662191,2.319854,,4.709417,18.58523,3.439128,13.196826,8.700625,5.77336,,,11.275571,1.793449,19.71813,8.569308,8.995,31.383419,15.611465,16.005827,6.161289,2.213971,156.267441,23.054081,,11.669742,4.485906,14.327019,11.826201,25.639013,7.857598,106.138741,10.807764,13.723305,16.925203,,5.314342,5.028903,1.415361,4.083441,16.652834,18.310236,18.663944,,,28.909601,17.445263,6.801108,6.595487,,34.412239,14.539038,8.209453,18.192476,5.380304,3.877306,24.886572,,12.472682,16.637726,15.201883,17.673183,26.393467
2020-05-04,8.814147,20.202332,,,17.530285,33.589451,10.204982,8.903531,9.289382,10.202854,15.157743,9.932507,8.970995,4.941608,,17.949684,8.240541,2.251622,,4.437393,18.847622,3.395169,13.019671,8.557429,5.302986,,,10.510165,1.734347,19.602198,7.647984,8.8225,29.106869,15.33041,15.240635,6.01959,2.192476,152.45314,22.74489,,11.411482,4.336376,13.782393,11.80628,24.850939,7.631173,109.854668,10.658994,13.442498,16.187916,,5.143372,4.842234,1.435156,3.939672,15.766691,18.271791,18.579063,,,28.250067,16.631151,6.772262,6.884039,,35.36401,14.486168,8.653385,18.453907,5.41741,3.780373,24.370644,,12.498228,15.820653,16.007839,17.628941,24.810728
2020-05-05,8.949056,19.392693,,,17.469128,34.164322,10.300704,8.916362,9.276855,10.213446,14.918093,9.814731,8.988412,4.876654,,17.592392,7.892219,2.25406,,4.216372,19.449209,3.468865,13.393662,8.825695,5.129012,,,10.524339,1.764917,19.622362,7.430036,9.0775,29.712118,15.475194,15.107252,6.040582,2.209672,154.658295,22.182016,,11.447515,4.441049,14.292389,12.417178,24.276581,7.649532,107.206535,10.939031,13.279449,15.952955,,5.320042,4.998255,1.370822,4.229207,15.343844,18.19315,18.531908,,,28.436085,16.243479,7.076004,6.840069,,36.324509,14.618341,8.942901,18.703033,5.354331,3.72383,24.243052,,12.645115,16.045124,16.315807,17.261669,25.080315
2020-05-06,8.866611,18.822092,,,17.201548,35.174477,10.220938,8.656567,9.062142,10.001367,14.690431,10.113098,8.598746,4.943317,,17.098988,7.828055,2.149276,,4.233374,19.263615,3.416501,13.199011,8.789445,5.219221,,,10.169984,1.775107,19.551798,7.093207,8.8675,28.73547,15.006768,15.163412,6.108806,2.235466,155.582077,22.078953,,11.375443,4.336376,14.002764,12.337491,23.795721,7.765803,117.777687,10.755255,13.134516,15.636975,,5.112028,4.814375,1.346078,4.151332,15.182059,18.090052,18.994028,,,27.480606,16.094868,6.874074,6.848314,,36.560272,14.591908,8.743457,18.167873,5.213329,3.707674,24.592554,,12.364111,15.712907,16.25028,17.182016,24.384604
2020-05-07,8.649256,17.503542,,,16.36058,34.2136,9.798168,8.422434,8.76484,9.57162,14.073334,10.851165,8.122005,5.073224,,17.388224,7.406403,2.017688,,4.003855,18.041239,3.31307,12.761597,8.423294,5.476514,,,9.454187,1.754727,18.649561,6.944607,8.675,27.373661,14.223214,14.728167,6.533907,2.381631,158.710983,22.261293,,11.321388,4.132019,13.499063,13.585852,22.2463,8.334929,121.280052,9.993899,12.627253,14.940196,,5.214608,4.858951,1.271846,4.149335,15.112196,18.119759,18.531908,,,25.172239,15.44875,6.694205,7.131371,,39.302067,14.288203,8.363866,16.802284,4.935037,3.82884,25.546745,,11.623287,15.281925,14.241933,17.29707,23.288862
2020-05-08,9.024007,17.63463,,,16.987482,34.246449,10.040128,8.69185,9.155734,10.001367,13.941525,10.835462,8.145951,5.50226,,17.337181,7.076415,2.102976,,4.020856,18.97562,3.397108,13.623306,8.726003,5.489416,,,9.638452,1.732309,19.269533,7.469663,8.875,28.075193,14.989738,14.503525,6.822551,2.506302,150.784378,22.277147,,11.537605,4.231705,14.053138,14.269792,22.640337,8.108503,118.61058,9.993899,12.527612,15.26428,,5.570797,5.148705,1.301539,4.037515,14.946734,18.292765,19.144924,,,25.070774,15.950664,6.957222,7.156105,,41.345325,14.394629,8.466804,17.069862,5.150249,3.885384,27.100069,,12.166135,15.614141,15.870234,16.920944,23.514969
2020-05-11,8.949056,16.925232,,,16.635805,34.739204,9.784873,8.746372,8.996075,9.850673,14.109283,10.560648,8.071937,5.459528,,18.783365,6.718927,2.022562,,3.84234,18.668427,3.316948,13.299617,8.753192,5.173339,,,9.347881,1.681359,19.01247,7.122928,8.885,28.391571,15.236727,13.941916,6.560147,2.424621,146.970062,22.285078,,11.231297,4.196814,14.09091,14.382676,21.838907,8.414484,117.350571,9.836375,12.509497,14.891582,,5.422624,5.056765,1.286692,4.213233,14.648902,18.348684,18.833698,,,23.760157,16.120424,7.079398,7.419922,,41.563625,14.155162,8.338132,16.580837,4.975853,3.844995,26.478737,,11.438083,14.725241,15.490195,17.182016,22.445316
2020-05-12,8.784166,16.886679,,,15.787197,33.219875,9.500365,8.43847,8.709785,9.543712,13.689898,11.306568,7.9435,5.635587,,17.413744,6.498935,1.964078,,3.706328,18.55323,3.283333,13.006549,8.292781,5.083031,,,9.255749,1.640599,18.699965,6.716753,8.5225,28.295288,14.734228,14.040197,6.365966,2.338641,151.708145,22.126522,,11.243307,4.077189,13.606095,14.342836,22.092691,8.732703,117.030243,9.617598,12.337388,14.575607,,5.377032,5.053978,1.202562,4.153329,14.77392,18.920109,18.409307,,,23.261282,15.173696,6.755293,7.33748,,42.39315,14.022125,8.132252,15.925721,5.094591,3.707674,26.328957,,11.240102,13.917147,15.277231,16.5935,21.436539
