year,ticker,ticker_clean,longName,shortName,sector,industry,beta_selic_30d,pvalue,r2,n_obs,significant,median_return_30d_after_copom,mean_return_30d_after_copom,avg_volatility_20d,max_drawdown_pct,avg_volume,total_return_pct,beta_band,beta_abs,sig_label
2020,MRVE3.SA,MRVE3,MRV Engenharia e Participações S.A.,MRV         ON      NM,Real Estate,Real Estate - Development,-60.5821,0.0254,0.8516,5,True,15.5709,8.4419,58.8735,-53.8807,5272623.0,62.9352,Mais sensível,60.5821,significativo
2020,ALOS3.SA,ALOS3,Allos S.A.,ALLOS       ON      NM,Real Estate,Real Estate Services,-60.2183,0.0851,0.6817,5,False,1.5995,0.4067,61.6243,-61.2386,1821577.0,20.728,Mais sensível,60.2183,nao_significativo
2020,BRKM5.SA,BRKM5,Braskem S.A.,BRASKEM     PNA     N1,Basic Materials,Chemicals,-58.8177,0.5418,0.1357,5,False,-2.4125,16.3289,71.6491,-74.1795,4008208.0,-39.7711,Mais sensível,58.8177,nao_significativo
2020,CEAB3.SA,CEAB3,C&A Modas S.A.,CEA MODAS   ON      NM,Consumer Cyclical,Specialty Retail,-56.6237,0.4169,0.2272,5,False,13.3036,19.6426,74.0408,-70.7182,2547444.0,-27.3626,Mais sensível,56.6237,nao_significativo
2020,UGPA3.SA,UGPA3,Ultrapar Participações S.A.,ULTRAPAR    ON      NM,Energy,Oil & Gas Refining & Marketing,-55.7107,0.2759,0.3706,5,False,11.8106,7.2813,59.2788,-61.0727,18138869.0,-34.3254,Mais sensível,55.7107,nao_significativo
2020,CSAN3.SA,CSAN3,Cosan S.A.,COSAN       ON  ATZ NM,Energy,Oil & Gas Refining & Marketing,-53.1916,0.0019,0.9732,5,True,5.9406,2.2919,48.9612,-45.3682,8023723.0,91.0752,Mais sensível,53.1916,significativo
2020,PSSA3.SA,PSSA3,Porto Seguro S.A.,PORTO SEGUROON      NM,Financial Services,Insurance - Diversified,-53.0955,0.1112,0.6254,5,False,0.6427,1.2213,34.8091,-38.5453,2074288.0,60.6317,Mais sensível,53.0955,nao_significativo
2020,BBAS3.SA,BBAS3,Banco do Brasil S.A.,BRASIL      ON  EJ  NM,Financial Services,Banks - Regional,-47.4341,0.1951,0.4794,5,False,4.4785,8.3091,51.5969,-58.287,37271064.0,35.9513,Mais sensível,47.4341,nao_significativo
2020,PETR3.SA,PETR3,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   ON  EJ  N2,Energy,Oil & Gas Integrated,-46.465,0.3635,0.2758,5,False,6.149,7.2508,57.4013,-66.5456,22613626.0,72.6894,Mais sensível,46.465,nao_significativo
2020,PETR4.SA,PETR4,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   PN  EX  N2,Energy,Oil & Gas Integrated,-46.0189,0.3347,0.3047,5,False,5.9152,7.8811,54.2151,-63.3561,75349714.0,84.5737,Mais sensível,46.0189,nao_significativo
