copom_date,delta_selic,ticker,return_30d,year,ticker_clean,sector,industry,longName,shortName,avg_volatility_20d,max_drawdown_pct,avg_volume,total_return_pct
2018-03-22,-0.25,BPAC11.SA,0.044850326524659145,2018,BPAC11,Financial Services,Capital Markets,Banco BTG Pactual S.A.,BTGP BANCO  UNT     N2,26.8923,-24.7312,2361153.0,33.6394
2018-03-22,-0.25,BRAP4.SA,14.927747430542038,2018,BRAP4,Financial Services,Asset Management,Bradespar S.A.,BRADESPAR   PN      N1,38.0983,-24.0934,4625033.0,14.7561
2018-03-22,-0.25,BRKM5.SA,1.2250141890228328,2018,BRKM5,Basic Materials,Chemicals,Braskem S.A.,BRASKEM     PNA     N1,34.8441,-24.7486,1589481.0,17.7541
2018-03-22,-0.25,CMIG4.SA,-1.5204685350350355,2018,CMIG4,Utilities,Utilities - Regulated Electric,Companhia Energética de Minas Gerais - CEMIG,CEMIG       PN      N1,41.0503,-20.1339,23869734.0,113.9572
2018-03-22,-0.25,COGN3.SA,-1.4598426615808013,2018,COGN3,Consumer Defensive,Education & Training Services,Cogna Educação S.A.,COGNA ON    ON      NM,46.7185,-52.5117,11306316.0,-49.9258
2018-03-22,-0.25,CPFE3.SA,0.9595688155110693,2018,CPFE3,Utilities,Utilities - Regulated Electric,CPFL Energia S.A.,CPFL ENERGIAON      NM,18.1665,-13.5218,477444.0,50.1668
2018-03-22,-0.25,CPLE3.SA,-5.631411511494633,2018,CPLE3,Utilities,Utilities - Regulated Electric,Companhia Paranaense de Energia - COPEL,COPEL       ON      NM,29.8067,-26.5668,866236.0,50.1219
2018-03-22,-0.25,CSAN3.SA,-9.339998396720162,2018,CSAN3,Energy,Oil & Gas Refining & Marketing,Cosan S.A.,COSAN       ON  ATZ NM,35.2351,-31.6702,5967922.0,-19.1052
2018-03-22,-0.25,CSMG3.SA,3.8096422724841483,2018,CSMG3,Utilities,Utilities - Regulated Water,Companhia de Saneamento de Minas Gerais,COPASA      ON      NM,28.8949,-18.8583,1752691.0,52.9819
2018-03-22,-0.25,CSNA3.SA,6.0676895594013125,2018,CSNA3,Basic Materials,Steel,Companhia Siderúrgica Nacional,SID NACIONALON,49.2282,-33.9029,9087766.0,1.8433
2018-03-22,-0.25,CYRE3.SA,-7.983772063582862,2018,CYRE3,Consumer Cyclical,Residential Construction,Cyrela Brazil Realty S.A. Empreendimentos e Participações,CYRELA REALTON      NM,36.3832,-34.1501,2799166.0,25.6788
2018-03-22,-0.25,DIRR3.SA,3.9866864694600768,2018,DIRR3,Real Estate,Real Estate - Development,Direcional Engenharia S.A.,DIRECIONAL  ON      NM,29.7315,-16.4885,2396690.0,41.1121
2018-03-22,-0.25,EGIE3.SA,-2.2372579618105903,2018,EGIE3,Utilities,Utilities - Renewable,Engie Brasil Energia S.A.,ENGIE BRASILON      NM,20.3407,-13.6434,1768481.0,36.4486
2018-03-22,-0.25,EMBJ3.SA,10.796823502697928,2018,EMBJ3,Industrials,Aerospace & Defense,Embraer S.A.,EMBRAER     ON      NM,35.5481,-33.2488,3571724.0,6.2708
