copom_date,delta_selic,sector,median_return_30d,copom_direction,industry
2024-12-12,1.0,Utilities,-3.9951574485190378,alta,Utilities - Regulated Electric
2025-01-30,1.0,Basic Materials,-6.270627062706269,alta,Steel
2025-01-30,1.0,Communication Services,-0.0906482409969489,alta,Telecom Services
2025-01-30,1.0,Consumer Cyclical,-6.287196794133049,alta,Specialty Retail
2025-01-30,1.0,Consumer Defensive,1.4634183174337068,alta,Education & Training Services
2025-01-30,1.0,Energy,-6.242513237622138,alta,Oil & Gas E&P
2025-01-30,1.0,Financial Services,-3.002847282826071,alta,Banks - Regional
2025-01-30,1.0,Healthcare,-4.526797120396308,alta,Diagnostics & Research
2025-01-30,1.0,Industrials,-8.481122806358155,alta,Rental & Leasing Services
2025-01-30,1.0,Real Estate,-3.8397071809585404,alta,Real Estate - Development
2025-01-30,1.0,Technology,2.6423797053900966,alta,Software - Application
2025-01-30,1.0,Utilities,0.7262790783016282,alta,Utilities - Regulated Electric
2025-03-20,1.0,Basic Materials,-8.53346033696354,alta,Steel
2025-03-20,1.0,Communication Services,7.592410585334153,alta,Telecom Services
2025-03-20,1.0,Consumer Cyclical,7.003946554780505,alta,Specialty Retail
2025-03-20,1.0,Consumer Defensive,13.673817335190419,alta,Education & Training Services
2025-03-20,1.0,Energy,-11.520737032239193,alta,Oil & Gas E&P
2025-03-20,1.0,Financial Services,0.3549706396699326,alta,Banks - Regional
2025-03-20,1.0,Healthcare,4.39735716609807,alta,Diagnostics & Research
2025-03-20,1.0,Industrials,5.133102098551301,alta,Rental & Leasing Services
2025-03-20,1.0,Real Estate,6.932334724815448,alta,Real Estate - Development
2025-03-20,1.0,Technology,6.957546687245286,alta,Software - Application
2025-03-20,1.0,Utilities,0.47698449991862013,alta,Utilities - Regulated Electric
2025-05-08,0.5,Basic Materials,0.05665070258453753,alta,Steel
2025-05-08,0.5,Communication Services,3.544698371852961,alta,Telecom Services
2025-05-08,0.5,Consumer Cyclical,11.264023814529445,alta,Specialty Retail
2025-05-08,0.5,Consumer Defensive,0.0,alta,Education & Training Services
2025-05-08,0.5,Energy,-0.6138787637206766,alta,Oil & Gas E&P
2025-05-08,0.5,Financial Services,-1.858489717037054,alta,Banks - Regional
2025-05-08,0.5,Healthcare,5.733594814085208,alta,Diagnostics & Research
2025-05-08,0.5,Industrials,2.2937983879906643,alta,Rental & Leasing Services
2025-05-08,0.5,Real Estate,4.809944302181335,alta,Real Estate - Development
2025-05-08,0.5,Technology,6.913639029015317,alta,Software - Application
2025-05-08,0.5,Utilities,1.7475855198134882,alta,Utilities - Regulated Electric
2025-06-20,0.25,Basic Materials,0.5586675312029055,alta,Steel
2025-06-20,0.25,Communication Services,-1.191043707963868,alta,Telecom Services
2025-06-20,0.25,Consumer Cyclical,-5.858783781974564,alta,Specialty Retail
2025-06-20,0.25,Consumer Defensive,-7.280380094531196,alta,Education & Training Services
2025-06-20,0.25,Energy,-5.591946489285638,alta,Oil & Gas E&P
2025-06-20,0.25,Financial Services,-3.2275181142867426,alta,Banks - Regional
2025-06-20,0.25,Healthcare,-4.983638980518218,alta,Diagnostics & Research
2025-06-20,0.25,Industrials,-5.819162850336667,alta,Rental & Leasing Services
2025-06-20,0.25,Real Estate,1.095492614507243,alta,Real Estate - Development
2025-06-20,0.25,Technology,0.2886000111002929,alta,Software - Application
2025-06-20,0.25,Utilities,-2.9397088775315328,alta,Utilities - Regulated Electric
